PeakID,Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
chr11-1249,chr11,58296350,58296523,+,1,NA,"intron (NM_001143995: intron 7 of 8)",L1M5|LINE|L1,-20859,NM_001005218,219968,Hs.553647,NM_001005218,ENSG00000198283,OR5B21,-,"olfactory receptor: family 5: subfamily B: member 21",protein-coding
chr11-227,chr11,89944844,89945017,+,1,NA,"intron (NM_001144073: intron 3 of 9)","intron (NM_001144073: intron 3 of 9)",11601,NM_012124,26973,Hs.22857,XR_247194,,CHORDC1,CHP1,cysteine and histidine-rich domain (CHORD) containing 1,protein-coding
chr8-4320,chr8,95209632,95209805,+,1,NA,"intron (NM_001144663: intron 1 of 17)",MIR|SINE|MIR,11096,NM_004063,1015,Hs.591853,NM_001144663,ENSG00000079112,CDH17,CDH16|HPT-1|HPT1,"cadherin 17: LI cadherin (liver-intestine)",protein-coding
chr6-709,chr6,56625648,56625821,+,1,NA,"intron (NM_001144770: intron 2 of 94)",MLT1F1|LTR|ERVL-MaLR,-10597,NR_046940,100873774,,NR_046940,ENSG00000207203,RNU6-71P,RNU6-71,"RNA: U6 small nuclear 71: pseudogene",snRNA
chr1-3553,chr1,50664394,50664567,+,1,NA,"intron (NM_001144775: intron 6 of 6)",MER117|DNA|hAT-Charlie,89887,NM_021952,1996,Hs.213050,XM_005270581,ENSG00000162374,ELAVL4,HUD|PNEM,ELAV like neuron-specific RNA binding protein 4,protein-coding
chr1-3581,chr1,51769882,51770055,+,1,NA,"intron (NM_001144832: intron 8 of 17)",MER113|DNA|hAT-Charlie,17969,NM_001080494,22996,Hs.112949,XM_005270641,ENSG00000085831,TTC39A,C1orf34|DEME-6,tetratricopeptide repeat domain 39A,protein-coding
chr9-3525,chr9,127825745,127825918,+,1,NA,"intron (NM_001144877: intron 2 of 17)",L1MEg|LINE|L1,80006,NM_173690,286205,Hs.59504,XR_242587,ENSG00000173611,SCAI,C9orf126|NET40,suppressor of cancer cell invasion,protein-coding
chr3-1502,chr3,11431447,11431620,+,1,NA,"intron (NM_001144912: intron 16 of 16)","intron (NM_001144912: intron 16 of 16)",117524,NM_001144912,10533,Hs.38032,XM_005264800,ENSG00000197548,ATG7,APG7-LIKE|APG7L|GSA7,autophagy related 7,protein-coding
chr5-3238,chr5,142073404,142073577,+,1,NA,"intron (NM_001144935: intron 1 of 3)",L1MB8|LINE|L1,4144,NM_001257206,2246,Hs.483635,XM_005268389,ENSG00000113578,FGF1,AFGF|ECGF|ECGF-beta|ECGFA|ECGFB|FGF-1|FGF-alpha|FGFA|GLIO703|HBGF-1|HBGF1,fibroblast growth factor 1 (acidic),protein-coding
chr12-2191,chr12,3853542,3853715,+,1,NA,"intron (NM_001144958: intron 1 of 19)",MIRb|SINE|MIR,8737,NM_001144958,84766,Hs.504534,XM_005253804,ENSG00000130038,EFCAB4B,CRACR2A,EF-hand calcium binding domain 4B,protein-coding
chr18-2564,chr18,56021277,56021450,+,1,NA,"intron (NM_001144968: intron 18 of 30)","intron (NM_001144968: intron 18 of 30)",-96942,NR_029667,406906,,NR_029667,ENSG00000207778,MIR122,MIR122A|MIRN122|MIRN122A|hsa-mir-122|miRNA122|miRNA122A,microRNA 122,ncRNA
chr18-2563,chr18,55832059,55832232,+,1,NA,"intron (NM_001144971: intron 1 of 30)","intron (NM_001144971: intron 1 of 30)",15581,NM_001144965,23327,Hs.185677,XM_005266657,ENSG00000049759,NEDD4L,NEDD4-2|NEDD4.2|RSP5|hNEDD4-2,"neural precursor cell expressed: developmentally down-regulated 4-like: E3 ubiquitin protein ligase",protein-coding
chr4-526,chr4,75127714,75127887,+,1,NA,"intron (NM_001144978: intron 6 of 7)",L1M4b|LINE|L1,-46386,NR_073117,255324,Hs.401237,XM_005265666,ENSG00000182585,EPGN,ALGV3072|EPG|PRO9904,epithelial mitogen,protein-coding
chr4-2978,chr4,75142199,75142372,+,1,NA,"intron (NM_001144978: intron 6 of 7)","intron (NM_001144978: intron 6 of 7)",-31901,NR_073117,255324,Hs.401237,XM_005265666,ENSG00000182585,EPGN,ALGV3072|EPG|PRO9904,epithelial mitogen,protein-coding
chr4-1042,chr4,37401663,37401836,+,1,NA,"intron (NM_001144990: intron 3 of 6)","intron (NM_001144990: intron 3 of 6)",-53802,NM_001104629,55286,Hs.107527,XM_005262657,ENSG00000154274,C4orf19,-,chromosome 4 open reading frame 19,protein-coding
chr2-3608,chr2,187520138,187520311,+,1,NA,"intron (NM_001145000: intron 14 of 27)",L2a|LINE|L2,-38564,NM_177454,165215,Hs.28872,XM_005246362,ENSG00000144369,FAM171B,KIAA1946,"family with sequence similarity 171: member B",protein-coding
chr2-586,chr2,187526883,187527056,+,1,NA,"intron (NM_001145000: intron 16 of 27)","intron (NM_001145000: intron 16 of 27)",-31819,NM_177454,165215,Hs.28872,XM_005246362,ENSG00000144369,FAM171B,KIAA1946,"family with sequence similarity 171: member B",protein-coding
chr12-36,chr12,81041596,81041769,+,1,NA,"intron (NM_001145026: intron 32 of 41)","intron (NM_001145026: intron 32 of 41)",-59725,NM_002469,4618,Hs.35937,NM_002469,ENSG00000111046,MYF6,CNM3|MRF4|bHLHc4|myf-6,myogenic factor 6 (herculin),protein-coding
chr3-1791,chr3,44348943,44349116,+,1,NA,"intron (NM_001145030: intron 15 of 19)","intron (NM_001145030: intron 15 of 19)",-30581,NM_001282913,285343,Hs.55131,XM_005265088,ENSG00000179152,TCAIM,C3orf23|TOAG-1|TOAG1,"T cell activation inhibitor: mitochondrial",protein-coding
chr3-252,chr3,44366403,44366576,+,1,NA,"intron (NM_001145030: intron 18 of 19)","intron (NM_001145030: intron 18 of 19)",-13121,NM_001282913,285343,Hs.55131,XM_005265088,ENSG00000179152,TCAIM,C3orf23|TOAG-1|TOAG1,"T cell activation inhibitor: mitochondrial",protein-coding
chr15-336,chr15,92580736,92580909,+,1,NA,"intron (NM_001145044: intron 2 of 10)","intron (NM_001145044: intron 2 of 10)",183885,NM_013272,28232,Hs.311187,XM_005254889,ENSG00000176463,SLCO3A1,OATP-D|OATP3A1|OATPD|SLC21A11,"solute carrier organic anion transporter family: member 3A1",protein-coding
chr4-100,chr4,92124887,92125060,+,1,NA,"intron (NM_001145065: intron 10 of 10)","intron (NM_001145065: intron 10 of 10)",968792,NM_207491,401145,Hs.654735,NM_001145065,ENSG00000184305,CCSER1,FAM190A,coiled-coil serine-rich protein 1,protein-coding
chr4-7377,chr4,92448350,92448523,+,1,NA,"intron (NM_001145065: intron 10 of 10)",L2|LINE|L2,-777113,NM_001286838,2895,Hs.480281,XM_005262954,ENSG00000152208,GRID2,GluD2,"glutamate receptor: ionotropic: delta 2",protein-coding
chr4-1367,chr4,92087304,92087477,+,1,NA,"intron (NM_001145065: intron 10 of 10)","intron (NM_001145065: intron 10 of 10)",931209,NM_207491,401145,Hs.654735,NM_001145065,ENSG00000184305,CCSER1,FAM190A,coiled-coil serine-rich protein 1,protein-coding
chr4-230,chr4,92222204,92222377,+,1,NA,"intron (NM_001145065: intron 10 of 10)","intron (NM_001145065: intron 10 of 10)",-1003259,NM_001286838,2895,Hs.480281,XM_005262954,ENSG00000152208,GRID2,GluD2,"glutamate receptor: ionotropic: delta 2",protein-coding
chr4-102,chr4,92156319,92156492,+,1,NA,"intron (NM_001145065: intron 10 of 10)","intron (NM_001145065: intron 10 of 10)",1000224,NM_207491,401145,Hs.654735,NM_001145065,ENSG00000184305,CCSER1,FAM190A,coiled-coil serine-rich protein 1,protein-coding
chr4-1362,chr4,91651905,91652078,+,1,NA,"intron (NM_001145065: intron 7 of 10)",L2a|LINE|L2,495810,NM_207491,401145,Hs.654735,NM_001145065,ENSG00000184305,CCSER1,FAM190A,coiled-coil serine-rich protein 1,protein-coding
chr4-50,chr4,91960886,91961059,+,1,NA,"intron (NM_001145065: intron 9 of 10)","intron (NM_001145065: intron 9 of 10)",804791,NM_207491,401145,Hs.654735,NM_001145065,ENSG00000184305,CCSER1,FAM190A,coiled-coil serine-rich protein 1,protein-coding
chr4-1364,chr4,91940822,91940995,+,1,NA,"intron (NM_001145065: intron 9 of 10)","intron (NM_001145065: intron 9 of 10)",784727,NM_207491,401145,Hs.654735,NM_001145065,ENSG00000184305,CCSER1,FAM190A,coiled-coil serine-rich protein 1,protein-coding
chr12-1290,chr12,45164200,45164373,+,1,NA,"intron (NM_001145107: intron 10 of 20)","intron (NM_001145107: intron 10 of 20)",105157,NM_001145109,4753,Hs.505326,XM_005268905,ENSG00000184613,NELL2,NRP2,NEL-like 2 (chicken),protein-coding
chr12-28,chr12,44938497,44938670,+,1,NA,"intron (NM_001145107: intron 16 of 20)","intron (NM_001145107: intron 16 of 20)",330860,NM_001145109,4753,Hs.505326,XM_005268905,ENSG00000184613,NELL2,NRP2,NEL-like 2 (chicken),protein-coding
chr2-4590,chr2,31432815,31432988,+,1,NA,"intron (NM_001145122: intron 1 of 21)","intron (NM_001145122: intron 1 of 21)",7509,NM_001145122,440854,Hs.468059,XM_005264330,ENSG00000214711,CAPN14,-,calpain 14,protein-coding
chr11-348,chr11,20452955,20453128,+,1,NA,"intron (NM_001145167: intron 9 of 14)","intron (NM_001145167: intron 9 of 14)",43966,NM_005788,10196,Hs.152337,XM_005252730,ENSG00000185238,PRMT3,HRMT1L3,protein arginine methyltransferase 3,protein-coding
chr3-8456,chr3,197900169,197900342,+,1,NA,"intron (NM_001145248: intron 6 of 6)",(TTAGGG)n|Simple_repeat|Simple_repeat,21019,NM_001145248,728262,Hs.744675,NM_001145248,,FAM157A,-,"family with sequence similarity 157: member A",protein-coding
chr3-1638,chr3,25778493,25778666,+,1,NA,"intron (NM_001145293: intron 6 of 11)",L1MA4|LINE|L1,46409,NM_018297,55768,Hs.368960,XM_005265316,ENSG00000151092,NGLY1,CDG1V|PNG1|PNGase,N-glycanase 1,protein-coding
chr3-1639,chr3,25806065,25806238,+,1,NA,"intron (NM_001145295: intron 2 of 10)","intron (NM_001145295: intron 2 of 10)",18837,NM_018297,55768,Hs.368960,XM_005265316,ENSG00000151092,NGLY1,CDG1V|PNG1|PNGase,N-glycanase 1,protein-coding
chr7-161,chr7,131131912,131132085,+,1,NA,"intron (NM_001145354: intron 13 of 18)",HAL1b|LINE|L1,109377,NM_005397,5420,Hs.744213,NM_001018111,ENSG00000128567,PODXL,Gp200|PC|PCLP|PCLP-1,podocalyxin-like,protein-coding
chr7-414,chr7,131069171,131069344,+,1,NA,"intron (NM_001145354: intron 3 of 18)",MLT1C|LTR|ERVL-MaLR,56663,NM_013255,4289,Hs.44693,XM_005250355,ENSG00000128585,MKLN1,TWA2,"muskelin 1: intracellular mediator containing kelch motifs",protein-coding
chr12-3180,chr12,50783468,50783641,+,1,NA,"intron (NM_001145475: intron 1 of 7)",ERVL-B4-int|LTR|ERVL,6850,NM_001145475,121006,Hs.133187,NM_001145475,ENSG00000185958,FAM186A,-,"family with sequence similarity 186: member A",protein-coding
chr2-1038,chr2,102078101,102078274,+,1,NA,"intron (NM_001145664: intron 2 of 11)","intron (NM_001145664: intron 2 of 11)",12977,NM_001145664,731220,Hs.662488,XM_005264014,ENSG00000196460,RFX8,-,"RFX family member 8: lacking RFX DNA binding domain",protein-coding
chr5-5800,chr5,93679703,93679876,+,1,NA,"intron (NM_001145678: intron 20 of 20)",L1ME3B|LINE|L1,-232386,NM_001163418,83989,Hs.600086,XM_005272103,ENSG00000113391,FAM172A,C5orf21,"family with sequence similarity 172: member A",protein-coding
chr5-5792,chr5,93530022,93530195,+,1,NA,"intron (NM_001145678: intron 20 of 20)",L2|LINE|L2,-82705,NM_001163418,83989,Hs.600086,XM_005272103,ENSG00000113391,FAM172A,C5orf21,"family with sequence similarity 172: member A",protein-coding
chr5-1007,chr5,93849328,93849501,+,1,NA,"intron (NM_001145678: intron 5 of 20)","intron (NM_001145678: intron 5 of 20)",104894,NM_173665,285600,Hs.425123,XM_005271965,ENSG00000185261,KIAA0825,C5orf36,KIAA0825,protein-coding
chr12-1126,chr12,25765658,25765831,+,1,NA,"intron (NM_001145727: intron 1 of 7)",MLT1D|LTR|ERVL-MaLR,35751,NM_001145727,160492,Hs.44647,NM_001145727,ENSG00000152936,IFLTD1,PAS1C1,intermediate filament tail domain containing 1,protein-coding
chr5-1985,chr5,54430876,54431049,+,1,NA,"intron (NM_001145734: intron 5 of 10)",L1MC1|LINE|L1,-25021,NM_001008397,493869,Hs.289044,XM_005248526,,GPX8,EPLA847|GPx-8|GSHPx-8|UNQ847,glutathione peroxidase 8 (putative),protein-coding
chr3-1511,chr3,14216280,14216453,+,1,NA,"intron (NM_001145769: intron 1 of 15)",L1ME4a|LINE|L1,3805,NR_027299,7508,Hs.739296,NM_001145769,ENSG00000154767,XPC,RAD4|XP3|XPCC,"xeroderma pigmentosum: complementation group C",protein-coding
chr11-340,chr11,16273004,16273177,+,1,NA,"intron (NM_001145811: intron 3 of 14)",L1MEc|LINE|L1,151322,NM_001145819,55553,Hs.368226,NM_001145811,ENSG00000110693,SOX6,HSSOX6|SOXD,SRY (sex determining region Y)-box 6,protein-coding
chr4-5027,chr4,15998912,15999085,+,1,NA,"intron (NM_001145847: intron 14 of 26)","intron (NM_001145847: intron 14 of 26)",-34140,NM_031950,83888,Hs.98785,NM_031950,ENSG00000137441,FGFBP2,HBP17RP|KSP37,fibroblast growth factor binding protein 2,protein-coding
chr2-3162,chr2,159874775,159874948,+,1,NA,"intron (NM_001145909: intron 2 of 26)","intron (NM_001145909: intron 2 of 26)",49716,NM_033394,85461,Hs.61590,XM_005246918,ENSG00000115183,TANC1,ROLSB|TANC,"tetratricopeptide repeat: ankyrin repeat and coiled-coil containing 1",protein-coding
chr2-3161,chr2,159865898,159866071,+,1,NA,"intron (NM_001145909: intron 2 of 26)",L1MA5|LINE|L1,40839,NM_033394,85461,Hs.61590,XM_005246918,ENSG00000115183,TANC1,ROLSB|TANC,"tetratricopeptide repeat: ankyrin repeat and coiled-coil containing 1",protein-coding
chr15-316,chr15,76743898,76744071,+,1,NA,"intron (NM_001145923: intron 25 of 31)","intron (NM_001145923: intron 25 of 31)",114838,NM_145805,64843,Hs.444677,XR_243124,ENSG00000159556,ISL2,-,ISL LIM homeobox 2,protein-coding
chr3-6482,chr3,121637102,121637275,+,1,NA,"intron (NM_001145998: intron 6 of 20)",L2b|LINE|L2,24018,NM_021082,6565,Hs.518089,XM_005247722,ENSG00000163406,SLC15A2,PEPT2,"solute carrier family 15 (oligopeptide transporter): member 2",protein-coding
chr8-140,chr8,108423685,108423858,+,1,NA,"intron (NM_001146: intron 1 of 8)","intron (NM_001146: intron 1 of 8)",86482,NM_001146,284,Hs.369675,XM_005250873,ENSG00000154188,ANGPT1,AGP1|AGPT|ANG1,angiopoietin 1,protein-coding
chr8-1,chr8,70602373,70602546,+,1,NA,"intron (NM_001146009: intron 4 of 7)",LSU-rRNA_Hsa|rRNA|rRNA,142944,NM_001146009,81796,Hs.443609,XM_005251313,ENSG00000137571,SLCO5A1,OATP-J|OATP-RP4|OATP5A1|OATPRP4|SLC21A15,"solute carrier organic anion transporter family: member 5A1",protein-coding
chr5-323,chr5,72369166,72369339,+,1,NA,"intron (NM_001146032: intron 18 of 24)","intron (NM_001146032: intron 18 of 24)",-47135,NM_173490,134285,Hs.162246,XM_005248431,ENSG00000157111,TMEM171,PRP2,transmembrane protein 171,protein-coding
chr5-844,chr5,72328910,72329083,+,1,NA,"intron (NM_001146032: intron 7 of 24)","intron (NM_001146032: intron 7 of 24)",77189,NM_138782,115548,Hs.165762,NM_001146032,ENSG00000157107,FCHO2,-,FCH domain only 2,protein-coding
chr12-522,chr12,48065373,48065546,+,1,NA,"intron (NM_001146075: intron 11 of 15)","intron (NM_001146075: intron 11 of 15)",34384,NM_001146075,79657,Hs.437855,NM_001146075,,RPAP3,-,RNA polymerase II associated protein 3,protein-coding
chr16-135,chr16,52476377,52476550,+,1,NA,"intron (NM_001146188: intron 7 of 7)",L3|LINE|CR1,104342,NM_001080430,27324,Hs.460789,XM_005255892,ENSG00000103460,TOX3,CAGF9|TNRC9,TOX high mobility group box family member 3,protein-coding
chr10-146,chr10,114727016,114727189,+,1,NA,"intron (NM_001146274: intron 4 of 13)","intron (NM_001146274: intron 4 of 13)",17094,NM_001146286,6934,Hs.593995,XM_005270071,ENSG00000148737,TCF7L2,TCF-4|TCF4,"transcription factor 7-like 2 (T-cell specific: HMG-box)",protein-coding
chr10-3721,chr10,114735022,114735195,+,1,NA,"intron (NM_001146274: intron 4 of 13)","intron (NM_001146274: intron 4 of 13)",25100,NM_001146286,6934,Hs.593995,XM_005270071,ENSG00000148737,TCF7L2,TCF-4|TCF4,"transcription factor 7-like 2 (T-cell specific: HMG-box)",protein-coding
chr10-3722,chr10,114858755,114858928,+,1,NA,"intron (NM_001146283: intron 5 of 12)","intron (NM_001146283: intron 5 of 12)",148833,NM_001146286,6934,Hs.593995,XM_005270071,ENSG00000148737,TCF7L2,TCF-4|TCF4,"transcription factor 7-like 2 (T-cell specific: HMG-box)",protein-coding
chr5-3123,chr5,125724668,125724841,+,1,NA,"intron (NM_001146319: intron 1 of 13)","intron (NM_001146319: intron 1 of 13)",28967,NM_001146319,65983,Hs.363558,XM_005272057,ENSG00000155324,GRAMD3,NS3TP2,GRAM domain containing 3,protein-coding
chr11-490,chr11,63242618,63242791,+,1,NA,"intron (NM_001146728: intron 3 of 5)",L1M4b|LINE|L1,15975,NM_054108,117245,Hs.410316,NM_001146728,ENSG00000168004,HRASLS5,HRLP5|HRSL5|RLP1|iNAT,"HRAS-like suppressor family: member 5",protein-coding
chr2-5551,chr2,70011723,70011896,+,1,NA,"intron (NM_001153: intron 2 of 12)",MLT1C|LTR|ERVL-MaLR,42683,NM_001153,307,Hs.422986,XM_005264277,ENSG00000196975,ANXA4,ANX4|PIG28|ZAP36,annexin A4,protein-coding
chr7-3756,chr7,63679445,63679618,+,1,NA,"intron (NM_001159524: intron 3 of 3)","intron (NM_001159524: intron 3 of 3)",-9320,NM_153363,168417,Hs.520884,NM_153363,ENSG00000197123,ZNF679,-,zinc finger protein 679,protein-coding
chr6-32,chr6,74492085,74492258,+,1,NA,"intron (NM_001159588: intron 16 of 31)",L2|LINE|L2,86658,NM_133493,135228,Hs.399891,XM_005248659,ENSG00000156535,CD109,CPAMD7|RP11-525G3.1,CD109 molecule,protein-coding
chr4-1438,chr4,101421612,101421785,+,1,NA,"intron (NM_001159694: intron 1 of 10)",L1ME3B|LINE|L1,17551,NM_016242,51705,Hs.152913,XM_005263059,ENSG00000164035,EMCN,EMCN2|MUC14,endomucin,protein-coding
chr4-605,chr4,101354082,101354255,+,1,NA,"intron (NM_001159694: intron 4 of 10)",L1MA9|LINE|L1,85081,NM_016242,51705,Hs.152913,XM_005263059,ENSG00000164035,EMCN,EMCN2|MUC14,endomucin,protein-coding
chr6-332,chr6,73831647,73831820,+,1,NA,"intron (NM_001160130: intron 8 of 12)","intron (NM_001160130: intron 8 of 12)",21503,NR_046621,100873997,Hs.743196,NR_046621,ENSG00000229154,KCNQ5-AS1,RP11-257K9.2,KCNQ5 antisense RNA 1,ncRNA
chr6-813,chr6,73434456,73434629,+,1,NA,"intron (NM_001160133: intron 1 of 14)","intron (NM_001160133: intron 1 of 14)",102972,NM_001160134,56479,Hs.445324,XM_005248734,ENSG00000185760,KCNQ5,Kv7.5,"potassium voltage-gated channel: KQT-like subfamily: member 5",protein-coding
chr6-817,chr6,73624019,73624192,+,1,NA,"intron (NM_001160133: intron 1 of 14)","intron (NM_001160133: intron 1 of 14)",53370,NR_036244,100423005,,NR_036244,ENSG00000266180,MIR4282,-,microRNA 4282,ncRNA
chr6-331,chr6,73425086,73425259,+,1,NA,"intron (NM_001160133: intron 1 of 14)","intron (NM_001160133: intron 1 of 14)",93602,NM_001160134,56479,Hs.445324,XM_005248734,ENSG00000185760,KCNQ5,Kv7.5,"potassium voltage-gated channel: KQT-like subfamily: member 5",protein-coding
chr6-814,chr6,73512362,73512535,+,1,NA,"intron (NM_001160133: intron 1 of 14)","intron (NM_001160133: intron 1 of 14)",165027,NR_036244,100423005,,NR_036244,ENSG00000266180,MIR4282,-,microRNA 4282,ncRNA
chr11-2576,chr11,36363061,36363234,+,1,NA,"intron (NM_001160167: intron 1 of 8)","intron (NM_001160167: intron 1 of 8)",-34387,NM_024841,79899,Hs.19987,XM_005253142,ENSG00000135362,PRR5L,PROTOR2,proline rich 5 like,protein-coding
chr13-48,chr13,80120913,80121086,+,1,NA,"intron (NM_001161407: intron 5 of 7)","intron (NM_001161407: intron 5 of 7)",-65634,NR_046685,100874208,Hs.602801,NR_046685,ENSG00000232132,NDFIP2-AS1,RP11-394M3.2,NDFIP2 antisense RNA 1,ncRNA
chr14-3118,chr14,100953338,100953511,+,1,NA,"intron (NM_001161476: intron 4 of 6)","intron (NM_001161476: intron 4 of 6)",80982,NM_001159531,57596,Hs.211751,XM_005267919,ENSG00000183092,BEGAIN,-,brain-enriched guanylate kinase-associated,protein-coding
chr14-2601,chr14,69989379,69989552,+,1,NA,"intron (NM_001161498: intron 7 of 12)","intron (NM_001161498: intron 7 of 12)",37995,NM_001161498,400224,Hs.509796,NM_001161498,ENSG00000175985,PLEKHD1,UPF0639,"pleckstrin homology domain containing: family D (with coiled-coil domains) member 1",protein-coding
chr4-10267,chr4,166202935,166203108,+,1,NA,"intron (NM_001161521: intron 5 of 14)","intron (NM_001161521: intron 5 of 14)",-1847,NR_026575,2713,Hs.654557,NR_026575,ENSG00000229894,GK3P,GKP3|GKTB,glycerol kinase 3 pseudogene,pseudo
chr3-540,chr3,171034170,171034343,+,1,NA,"intron (NM_001161561: intron 2 of 31)",L2c|LINE|L2,143940,NM_001161564,23043,Hs.34024,NM_001161560,ENSG00000154310,TNIK,-,TRAF2 and NCK interacting kinase,protein-coding
chr3-7846,chr3,170794302,170794475,+,1,NA,"intron (NM_001161561: intron 27 of 31)","intron (NM_001161561: intron 27 of 31)",30159,NR_030295,693154,,NR_030295,,MIR569,MIRN569|hsa-mir-569,microRNA 569,ncRNA
chr14-982,chr14,55046283,55046456,+,1,NA,"intron (NM_001161576: intron 1 of 10)","intron (NM_001161576: intron 1 of 10)",12040,NM_015589,23034,Hs.733324,XM_005267432,ENSG00000020577,SAMD4A,SAMD4|SMAUG|SMAUG1|SMG|SMGA,sterile alpha motif domain containing 4A,protein-coding
chr14-985,chr14,55171276,55171449,+,1,NA,"intron (NM_001161576: intron 2 of 10)","intron (NM_001161576: intron 2 of 10)",-50143,NM_001161577,23034,Hs.733324,XM_005267432,ENSG00000020577,SAMD4A,SAMD4|SMAUG|SMAUG1|SMG|SMGA,sterile alpha motif domain containing 4A,protein-coding
chr14-3125,chr14,102288880,102289053,+,1,NA,"intron (NM_001161725: intron 3 of 15)","intron (NM_001161725: intron 3 of 15)",12827,NM_178587,5527,Hs.368264,XM_005267819,ENSG00000078304,PPP2R5C,B56G|PR61G,"protein phosphatase 2: regulatory subunit B': gamma",protein-coding
chr7-648,chr7,50143228,50143401,+,1,NA,"intron (NM_001161834: intron 1 of 8)",L2c|LINE|L2,7633,NM_001161834,100130988,Hs.99248,NM_001161834,,C7orf72,-,chromosome 7 open reading frame 72,protein-coding
chr11-1839,chr11,128334992,128335165,+,1,NA,"intron (NM_001162422: intron 2 of 3)","intron (NM_001162422: intron 2 of 3)",57126,NM_005238,2113,Hs.369438,XM_005271428,ENSG00000134954,ETS1,ETS-1|EWSR2,v-ets avian erythroblastosis virus E26 oncogene homolog 1,protein-coding
chr9-1140,chr9,72200125,72200298,+,1,NA,"intron (NM_001163: intron 1 of 12)","intron (NM_001163: intron 1 of 12)",87063,NM_001163,320,Hs.592974,XM_005251967,ENSG00000107282,APBA1,D9S411E|LIN10|MINT1|X11|X11A|X11ALPHA,"amyloid beta (A4) precursor protein-binding: family A: member 1",protein-coding
chr9-1141,chr9,72243502,72243675,+,1,NA,"intron (NM_001163: intron 1 of 12)","intron (NM_001163: intron 1 of 12)",43686,NM_001163,320,Hs.592974,XM_005251967,ENSG00000107282,APBA1,D9S411E|LIN10|MINT1|X11|X11A|X11ALPHA,"amyloid beta (A4) precursor protein-binding: family A: member 1",protein-coding
